Year ,Type of Study,Journal,Citation,Has a middle-range model? (1=Y/0=N),Level ,Unit of Analysis,IT Phenomenon,Treatment of IT,Subaspect of IT,Source Theory,Source Theory's Unit of Analysis,Cited by (Google Scholar),Total Cites - last 10 years,Information Science & Library Science Citations (ISI Web of Science - SSCI),Total Citations by (ISI Web of Science - SSCI),% of citations in IS domain,Theory Borrowed (Yes/No),Primary (outside of IS) or Secondary (inside of IS) borrowing?,1_Classification: Exploitation/Exploration,2_Classification: Exploitation/Exploration,3_Classification: Exploitation/Exploration,4_Classification: Exploitation/Exploration,"Classification: instantiation, modifying, or extending","Magnitude: none, small, medium, large",Constructs/relationship/logic changed?,"If Not Borrowed, is Source Theory Inductive or Axiomatic?",Cannot be Classified (Notes),Comments,Why cited?,Age since 2013,Cites in first 5 years,Half-life - duration (compared to 2013),Half-life - year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,h1_intial_author_1,h1_2013_author_1,h1_intial_author_2,h1_2013_author_2,h1_intial_author_3,h1_2013_author_3,h1_intial_author_4,h1_2013_author_4,h1_intial_author_5,h1_2013_author_5,h1_initial_sum,h1_2013_sum,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
2009,Experiment,MISQ,"Angst, C. M., & Agarwal, R. (2009). ADOPTION OF ELECTRONIC HEALTH RECORDS IN THE PRESENCE OF PRIVACY CONCERNS: THE ELABORATION LIKELIHOOD MODEL AND INDIVIDUAL PERSUASION. MIS Quarterly, 33(2), 339_370.",1,2,Individual,"Draws on elaboration likelihood model to examine individuals' adoption of electronic health records. Ivs: Argument Frame, Issue Involvement, Ability, Post-Attitude (mediator), and  concern for information privacy (moderator). DV: opt-in intention",Proxy,Technology as Perception,elaboration likelihood model (ELM) & concern for information privacy (CFIP),Individual,93,47,20,47,0.43,Yes,"Primary (ELM), Secondary (CFIP)",Exploitation,Exploitation,Exploitation,Exploitation,Instantiation,None,Theorizes relationships between ELM and CFIP,-,Superimposition (instantiation) of two borrowed theories,applies the theoretical logic of ELM to the context of electronic health records,,4,,1,2012,,,,,,,,,,,,,,,,,,,,2,2,9,14,15,5,5,9,31,35,,,,,,,36,44,2009,MIS Quarterly: Management Information Systems,33,2,,339,370,,163,,http://www.scopus.com/inward/record.url?eid=2-s2.0-66449136652&partnerID=40&md5=02ee71e333e7ade2b038cc9538a88382,Article,Scopus,2-s2.0-66449136652
1996,Experiment,ISR,Effects of Communication Mode and Prediscussion Information Distribution Characteristics on Information Exchange in Groups,1,1,Group,Builds a model of how computers and pre-discussion information distribution characteristics mediate discussion in groups,Tool, as enhancer/productivity,CMCS,Group,155,24,13,47,0.28,Yes,Secondary,Exploitation,Exploration,Exploitation,Exploitation,Instantiation,None,No,,,Incremental contribution - empirical testing of known constructs/relationships,,17,,8,2005,,,,,,,,1,1,2,3,6,4,3,3,1,6,2,2,3,4,2,3,1,,3,11,3,5,,,,,,,6,16,1996,Information Systems Research,7,4,,451,465,,73,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0030353107&partnerID=40&md5=8e1a256cff6b2bad6e3087094db4f3f4,Article,Scopus,2-s2.0-0030353107
2009,Survey,MISQ,"Goo, J., Kishore, R., Rao, H., and Nam, K. 2009. –THE ROLE OF SERVICE LEVEL AGREEMENTS IN RELATIONAL MANAGEMENT OF INFORMATION TECHNOLOGY OUTSOURCING: AN EMPIRICAL STUDY,” MIS Quarterly (33:1), pp. 119_145.",1,1,Interorg,"Examines the impact of formal contract characteristics (SLA elements)(foundation, change, and governance), mediated by relational governance (relational norms, harmonious conflict resolution, and mutual dependence), on trust and commitment. ",Nominal,Technology as Absent,Formal contracts and relational governance,Interorg,115,45,18,45,0.4,Yes,Primary,Exploitation,Exploitation,Exploitation,Exploitation,Instantiation,None,-,-,-,Follows the work (and applies the logic) of Poppo and Zenger (2002) to examine the complementary relationship between formal contracts and relational governance in the context of IT outsourcing,,4,,0,2013,,,,,,,,,,,,,,,,,,,,1,3,4,12,21,4,6,7,12,13,22,23,9,9,,,49,52,2009,MIS Quarterly: Management Information Systems,33,1,,119,146,,164,,http://www.scopus.com/inward/record.url?eid=2-s2.0-60649088469&partnerID=40&md5=13a2a5a901b9b48894956e45374da099,Article,Scopus,2-s2.0-60649088469
2005,Experiment,ISR,"Chidambaram, L., and Tung, L. L. 2005. –Is Out of Sight, Out of Mind? An Empirical Study of Social Loafing in Technology-Supported Groups,” Information Systems Research (16:2), pp. 149_168.",1,,Group,"""In this study, which employed a controlled experiment, we investigated these dimensions of social loafing in the context of group decision making, using collocated and distributed teams of varying sizes. Our resultsãin line with SITãindicate that small groups, signifying a small dilution effect, had increased individual contributions and better group outcomes compared to their larger counterparts.""",Nominal,Technology as context,Social loafing theory,Group,,44,14,45,0.31,Yes,Primary,Exploitation,Exploitation,Exploitation,Exploitation,Instantiation,None,-,-,-,Tests social loafing in co-located and distributed groups of various sizes. No IS-specific theorizing or contribution,,8,,2,2011,,,,,,,,,,,,,,,,,1,1,1,5,8,7,7,8,6,10,11,12,12,,,,,,,22,23,2005,Information Systems Research,16,2,,149,168,,93,10.1287/isre.1050.0051,http://www.scopus.com/inward/record.url?eid=2-s2.0-30344482234&partnerID=40&md5=252fcac3feb84911f2d5db24137763b6,Article,Scopus,2-s2.0-30344482234
1996,Experiment,MISQ,"Massetti, B. (1996). An Empirical Examination of the Value of Creativity Support Systems on Idea Generation.¾MIS Quarterly,¾20(1), 83-97.",1,,Individual,Looks at how creativity support systems influence idea generation,Tool,Technology as performance,Creativity theories,Individual,,24,14,43,0.33,Yes,Primary,Exploitation,Exploitation,Exploitation,Exploitation,Instantiation,None,,,,Empirical test of how certain IT tools influence idea generation,,17,,7,2006,,,,,,,,,3,1,6,5,1,2,1,2,4,1,2,2,2,4,3,1,3,2,3,,,,,,,,,2,3,1996,MIS Quarterly: Management Information Systems,20,1,,83,97,,85,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0010359176&partnerID=40&md5=b5c777bc8bd1851dcbac5e50882dcb7a,Article,Scopus,2-s2.0-0010359176
1994,Experiment,ISR,"Galegher, J., and Kraut, R. 1994. –Computer-mediated communication for intellectual teamwork: An experiment in group writing,” Information Systems Sesearch (5:2), p. 110+138.",1,,Group,uses contingency theory to test the ability of individuals to conduct complex group work in computer-mediated contexts,Nominal,Technology as context,Contingecy theory,Group,,25,13,43,0.3,Yes,Primary,Exploitation,Exploration,Exploitation,Exploitation,Instantiation,None,-,-,-,Tests derived predictions from contingecy theory in the context of computer-mediated communication,,19,,6,2007,,,,,,,,4,1,3,2,3,2,2,1,1,2,2,3,3,1,5,5,2,1,3,5,14,42,,,,,,,17,47,1994,Information Systems Research,5,2,,110,138,,88,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0001269138&partnerID=40&md5=8fc0515344b59ccf2ba6a89e1470126a,Article,Scopus,2-s2.0-0001269138
1999,Qualitative,ISR,"Barrett, M., and Walsham, G. 1999. –Electronic Trading and Work Transformation in the London Insurance Market,” Information Systems Research (10:1), pp. 1_22.",1,2,Organization,Builds a model of how the introduction of electronic trading affects self-identity,Ensemble,Technology as structure,Giddens transformation theory,Organization,170,38,29,42,0.69,Yes,Primary,Exploitation,Exploitation,Exploitation,Exploitation,Instantiation,None,-,-,-,Applies Giddens transformation theory to IT-mediated work,,14,,4,2009,,,,,,,,,,,,2,,,,4,3,3,5,4,3,2,3,6,5,2,16,13,26,,,,,,,15,42,1999,Information Systems Research,10,1,,1,22,,110,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0033462687&partnerID=40&md5=44123a1320b284b961aa9ba22864310b,Article,Scopus,2-s2.0-0033462687
2009,Econometrics,MISQ,"Duan, W., Gu, B., and Whinston, A. 2009. –INFORMATIONAL CASCADES AND SOFTWARE ADOPTION ON THE INTERNET: AN EMPIRICAL INVESTIGATION,” MIS Quarterly (33:1), pp. 23_48.",1,,Individual,Tests a theory of software adoption on the internet based on information cascades,Nominal,Technology as absent,Information cascades,Individual,,42,15,42,0.36,Yes,Primary,Exploitation,Exploitation,Exploitation,Exploitation,Instantiation,None,-,-,-,Simply tests information cascades information in the software adoption on the internet context,,4,,0,2013,,,,,,,,,,,,,,,,,,,,,3,7,9,16,7,5,8,6,11,38,40,,,,,49,59,2009,MIS Quarterly: Management Information Systems,33,1,,23,48,,94,,http://www.scopus.com/inward/record.url?eid=2-s2.0-60649098552&partnerID=40&md5=840687f3e916f45bd3c001d14a6b4dd7,Article,Scopus,2-s2.0-60649098552
1998,Qualitative,MISQ,"Pinsonneault, A., and Rivard, S. 1998. –Information Technology and the Nature of Managerial Work: From the Productivity Paradox to the Icarus Paradox,” MIS Quarterly (September), pp. 287_312.",1,,Organization,Qualitative testing of propositions related to the relationship between IT and managerial work in various strategic contexts,Tool,Technology as productivity,IT & Managerial Work,Organization,,29,20,41,0.49,Yes,Secondary,Exploitation,Exploitation,Exploitation,Exploitation,Instantiation,-,-,-,-,Qualitative testing of propositions grounded in literature,,15,,6,2007,,,,,,,,,,,5,3,1,,3,5,2,3,3,1,4,4,3,1,3,7,22,13,27,,,,,,,20,49,1998,MIS Quarterly: Management Information Systems,22,3,,287,308,,75,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0000540192&partnerID=40&md5=dc28e5abfc29965ffe5753f3e65e90e6,Article,Scopus,2-s2.0-0000540192
2004,Analytical Modeling,ISR,"Sundararajan, A. 2004. –Managing Digital Piracy: Pricing and Protection,” Information Systems Research (15:3), pp. 287_308.",1,2,Market,"Explains the effects of various ways of protecting against piracy. IV's: pricing strategy, technological deterrence, DV: economic value",Proxy,Technology as capital,Economic theory,Market,116,41,14,41,0.34,Yes,Primary,Exploitation,Exploitation,Exploitation,Exploitation,Instantiation,None,-,-,Instantiates pricing strategies and technological deterrence schemes on top of each other,Technology (DRM) used as an economic strategy to reduce piracy. Technology more or less absent,,9,,4,2009,,,,,,,,,,,,,,,,1,3,5,10,4,9,2,4,3,,6,13,,,,,,,,,6,13,2004,Information Systems Research,15,3,,287,308,,77,10.1287/isre.1040.0030,http://www.scopus.com/inward/record.url?eid=2-s2.0-9144230693&partnerID=40&md5=685300b9de7449d484d95db1c4a96c4b,Review,Scopus,2-s2.0-9144230693
1994,Survey,ISR,Adaptation of a Planning System Success Model to Information Systems Planning,1,2,Organization,Establishes a model to measure IS Planning system sucesss,Proxy, technology as perception,Planning Systems Success Theory,Organization,88,18,25,40,0.63,Yes,Primary,Exploitation,Exploitation,Exploitation,Exploitation,Instantiation,None,No,,,"Clear adaption of external theory (strategic planning, Venkatraman)",,19,,10,2003,,,,,,,1,2,3,6,2,2,2,4,,2,8,1,2,1,1,1,1,,1,5,6,8,14,,,,,,,13,20,1994,Information Systems Research,5,3,,326,340,,60,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0001227843&partnerID=40&md5=fd8ac6b9ae2c4d0a764c8bc53802ad99,Article,Scopus,2-s2.0-0001227843
2006,Survey,MISQ,"Mitchell, V. 2006. –Knowledge Integration and Information Technology Project Performance,” MIS Quarterly (30:4), pp. 919_939.",1,2,Project,This longitudinal study seeks to understand the relationship between management's integrative capability and on-time project completion,Nominal,Technology as absent,Dynamic Capabilities,"Capability, Firm",109,40,21,40,0.53,Yes,Primary,Exploitation,Exploitation,Exploitation,Exploitation,Instantiation,None,-,-,-,Applies the logic of dynamic capabilities,,7,,2,2011,,,,,,,,,,,,,,,,,,3,2,4,5,6,8,8,4,3,4,,,,,,,,,3,4,2006,MIS Quarterly: Management Information Systems,30,4,,919,939,,115,,http://www.scopus.com/inward/record.url?eid=2-s2.0-33845983332&partnerID=40&md5=4f58b9d620c5839f8a60f2dde42f21ab,Article,Scopus,2-s2.0-33845983332
2005,Analytical Modeling,ISR,"Chellappa, R. K., and Shivendu, S. 2005. –Managing Piracy: Pricing and Sampling Strategies for Digital Experience Goods in Vertically Segmented Markets,” Information Systems Research (16:4), pp. 400_417.",1,2,Market,"Develops a two-stage theory of digital piracy, where products that tend to underperform expectation lose more from piracy than products that overperform expectations",Nominal,Technology as absent,Economic theory,Market,92,38,13,38,0.34,Yes,Primary,Exploitation,Exploitation,Exploitation,Exploitation,Instantiation,None,-,-,-,"The subject matter is digital piracy, but the IT artifact has no special influence on the model",,8,,2,2011,,,,,,,,,,,,,,,,,1,3,5,4,5,4,7,7,2,6,9,2,5,,,,,,,8,14,2005,Information Systems Research,16,4,,400,417,,72,10.1287/isre.1050.0069,http://www.scopus.com/inward/record.url?eid=2-s2.0-29444441039&partnerID=40&md5=bee9802d696d2fe8724b0994719adb08,Article,Scopus,2-s2.0-29444441039
2007,Meta-Analysis,MISQ,"Joseph, D., Ng, K., Koh, C., and Ang, S. 2007. –Turnover of Information Technology Professionals: A Narrative Review, Meta-Analytic Structural Equation Modeling, and Model Development,” MIS Quarterly (31:3), pp. 547_577.",1,1,Individual,"Employs a meta-analytic technique to extend March and Simon's (1958) distal-proximal turnover framework in the context of turnover of IT professionals.  Ivs are job related factors (boundary spanning activities, job performance, role ambiguity, role conflict) mediated by job satisfaction; perceived organizational factors (pay, promotability), demographics (age, gender) and human capital (education, organization tenure) mediated by perceived job alternatives. DV = turnover intention",Nominal,Technology as Absent,distal-proximal turnover framework,Individual,88,36,20,36,0.56,Yes,Primary,Exploitation,Exploitation,Exploitation,Exploitation,Instantiation,None,-,-,"Could also be seen as inductive, from the IS literature",Combines a narrative review with meta-analysis but the level of theorizing is low (1).  ,,6,,1,2012,,,,,,,,,,,,,,,,,,,,1,7,9,8,9,2,3,5,8,11,4,6,16,23,,,31,45,2007,MIS Quarterly: Management Information Systems,31,3,,547,577,,127,,http://www.scopus.com/inward/record.url?eid=2-s2.0-34548383363&partnerID=40&md5=a706d585f764e45243ebc3f86e3c6530,Conference Paper,Scopus,2-s2.0-34548383363
1999,Qualitative,MISQ,"Brown, C. V. 1999. –Horizontal Mechanisms under Differing IS Organization Contexts,” MIS Quarterly (23:3), pp. 421.",1,-,Organization,Identifies which IS mechanisms for coordination are valued across different sites,Nominal,Technology as absent,Organizational Forms,Organization,127,28,24,34,0.71,Yes,Primary (Mintzberg)/Secondary (Galbraith),Exploitation,Exploitation,Exploitation,Exploitation,Instantiation,None,-,-,-,"No new constructs, but new findings with regards to relationships between constructs and contextual effectiveness uncovered",,14,,5,2008,,,,,,,,,,,,,,4,2,1,4,4,4,,3,4,4,4,,10,12,,,,,,,,,10,12,1999,MIS Quarterly: Management Information Systems,23,3,,421,454,,86,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0242354460&partnerID=40&md5=100fa96726ac158576639531cf9d1d79,Article,Scopus,2-s2.0-0242354460
1997,Experiment,ISR,An empirical study of computer system learning: Comparison of co-discovery and self-discovery methods,1,2,Individual,"""In this study we investigate the relationship between the inference potential of a mental model and task performance"" with regards to self- and co-discovery of computer systems. The variables are learning method, inference potential, task performance, and computer experience.",Tool,Technology as performance,Mental models,Group,94,21,17,33,0.52,Yes,Primary,Exploitation,Exploration,Exploitation,Exploitation,Instantiation,None,No,,,Applies mental models to different approaches to computer systems learning,,16,,6,2007,,,,,,,,,,,,4,3,4,1,2,2,2,4,3,4,,1,3,,2,16,18,32,28,54,,,,,48,102,1997,Information Systems Research,8,3,,254,272,,44,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0031476915&partnerID=40&md5=ead421b86b331e35a23d4df3a47f89a4,Article,Scopus,2-s2.0-0031476915
2000,Quantitative Panel Data,ISR,"Banker, R. D., and Slaughter, S. a. 2000. –The Moderating Effects of Structure on Volatility and Complexity in Software Enhancement,” Information Systems Research (11:3), pp. 219_240.",1,1,Technical,"""In this study, we develop a model of the relationship between software structure and software enhancement costs and errors. We introduce the notion of software structure as a moderator of the relationship between software volatility,total data complexity, and software enhancement outcomes."" (from abstract)",Computational,Model,Software structure + enhancement,Technical,91,32,12,33,0.36,Yes,Secondary,Exploitation,Exploitation,Exploitation,Exploitation,Instantiation,None,-,-,-,Empirical testing of hypotheses derived from software structure/enhancement literature,,13,,4,2009,,,,,,,,,,,,,,1,,1,4,3,4,6,3,3,7,1,,32,42,8,25,,,,,,,40,67,2000,Information Systems Research,11,3,,219,240,,70,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0034556312&partnerID=40&md5=f60afeadba26ba05fdc4c9cbc5da5c32,Article,Scopus,2-s2.0-0034556312
2008,Survey,ISR,"Rustagi, S., King, W. R., and Kirsch, L. J. 2008. –Predictors of Formal Control Usage in IT Outsourcing Partnerships,” Information Systems Research (19:2), pp. 126_143.",1,1,Organization,"It is hypothesized that task characteristics, client knowledge, and trust determines the amount of formal control in IT outsourcing partnerships",Nominal,Technology as absent,Theory on control in IT settings,Organization,52,31,18,31,0.58,Yes,Secondary,Exploitation,Exploration,Exploitation,Exploitation,Instantiation,None,-,-,-,Minimal contribution,,5,,0,2013,,,,,,,,,,,,,,,,,,,1,1,4,1,8,10,6,2,2,33,33,15,17,,,,,50,52,2008,Information Systems Research,19,2,,126,143,,85,10.1287/isre.1080.0169,http://www.scopus.com/inward/record.url?eid=2-s2.0-57249085240&partnerID=40&md5=f352ce34eb6d8996bf0208b050c51465,Article,Scopus,2-s2.0-57249085240
1995,Experiment,MISQ,"Ye, L., & Johnson, P. E. (1995). The Impact of Explanation Facilities on User Acceptance of Expert Systems Advice.¾MIS Quarterly,¾19(2), 157-172.",1,,Individual,Examines the effects of Expert system (ES) explanations on changes in user beliefs towards ES-generated conclusions,Nominal,Technology as absent,Toulmin's model of argumentation,Individual,,21,17,31,0.55,Yes,Primary,Exploitation,Exploitation,Exploitation,Exploitation,Instantiation,None,,,,Simply tests how different arguments change peoples perception about expert systems,,18,,6,2007,,,,,,,,1,3,2,2,,2,,,,4,3,,3,2,3,2,3,1,1,1,10,18,,,,,,,11,19,1995,MIS Quarterly: Management Information Systems,19,2,,157,172,,91,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0000919171&partnerID=40&md5=22f1d803fc34866fe5b75436997c1e4b,Article,Scopus,2-s2.0-0000919171
